,Year Mnth Day Hr,prcp(mm/day)
3715,1990 03 04 12,0.0
3716,1990 03 05 12,0.0
3717,1990 03 06 12,0.0
3718,1990 03 07 12,0.0
3719,1990 03 08 12,0.0
3720,1990 03 09 12,2.07
3721,1990 03 10 12,6.68
3722,1990 03 11 12,0.0
3723,1990 03 12 12,0.0
3724,1990 03 13 12,0.0
3725,1990 03 14 12,0.0
3726,1990 03 15 12,21.53
3727,1990 03 16 12,61.42
3728,1990 03 17 12,10.36
3729,1990 03 18 12,0.0
3730,1990 03 19 12,0.0
3731,1990 03 20 12,0.0
3732,1990 03 21 12,0.0
3733,1990 03 22 12,0.0
3734,1990 03 23 12,0.0
3735,1990 03 24 12,0.0
3736,1990 03 25 12,0.0
3737,1990 03 26 12,0.0
3738,1990 03 27 12,0.0
3739,1990 03 28 12,0.0
3740,1990 03 29 12,5.19
3741,1990 03 30 12,30.82
3742,1990 03 31 12,0.05
3743,1990 04 01 12,0.0
3744,1990 04 02 12,1.94
3745,1990 04 03 12,4.88
3746,1990 04 04 12,0.0
3747,1990 04 05 12,0.0
3748,1990 04 06 12,0.0
3749,1990 04 07 12,0.0
3750,1990 04 08 12,0.0
3751,1990 04 09 12,0.0
3752,1990 04 10 12,0.0
3753,1990 04 11 12,22.64
3754,1990 04 12 12,0.0
3755,1990 04 13 12,0.0
3756,1990 04 14 12,0.0
3757,1990 04 15 12,21.25
3758,1990 04 16 12,0.0
3759,1990 04 17 12,0.0
3760,1990 04 18 12,0.0
3761,1990 04 19 12,0.0
3762,1990 04 20 12,0.0
3763,1990 04 21 12,0.0
3764,1990 04 22 12,0.0
3765,1990 04 23 12,2.55
3766,1990 04 24 12,0.0
3767,1990 04 25 12,0.0
3768,1990 04 26 12,0.0
3769,1990 04 27 12,38.25
3770,1990 04 28 12,38.75
3771,1990 04 29 12,0.0
3772,1990 04 30 12,0.0
3773,1990 05 01 12,0.0
3774,1990 05 02 12,0.0
3775,1990 05 03 12,0.0
3776,1990 05 04 12,0.0
3777,1990 05 05 12,0.0
3778,1990 05 06 12,0.0
3779,1990 05 07 12,0.0
3780,1990 05 08 12,0.0
3781,1990 05 09 12,33.34
3782,1990 05 10 12,0.0
3783,1990 05 11 12,0.0
3784,1990 05 12 12,0.0
3785,1990 05 13 12,26.96
3786,1990 05 14 12,0.0
3787,1990 05 15 12,0.0
3788,1990 05 16 12,0.0
3789,1990 05 17 12,2.09
3790,1990 05 18 12,0.0
3791,1990 05 19 12,0.0
3792,1990 05 20 12,0.0
3793,1990 05 21 12,9.11
3794,1990 05 22 12,13.8
3795,1990 05 23 12,0.0
3796,1990 05 24 12,0.0
3797,1990 05 25 12,0.0
3798,1990 05 26 12,0.0
3799,1990 05 27 12,0.0
3800,1990 05 28 12,30.88
3801,1990 05 29 12,27.38
3802,1990 05 30 12,0.0
3803,1990 05 31 12,0.0
3804,1990 06 01 12,72.19
3805,1990 06 02 12,0.48
3806,1990 06 03 12,0.0
3807,1990 06 04 12,0.0
3808,1990 06 05 12,0.0
3809,1990 06 06 12,0.0
3810,1990 06 07 12,0.0
3811,1990 06 08 12,0.0
3812,1990 06 09 12,0.0
3813,1990 06 10 12,0.0
3814,1990 06 11 12,0.0
3815,1990 06 12 12,0.0
3816,1990 06 13 12,0.0
3817,1990 06 14 12,0.0
3818,1990 06 15 12,0.0
3819,1990 06 16 12,0.0
3820,1990 06 17 12,0.0
3821,1990 06 18 12,0.0
3822,1990 06 19 12,0.0
3823,1990 06 20 12,0.0
3824,1990 06 21 12,0.0
3825,1990 06 22 12,0.0
3826,1990 06 23 12,39.56
3827,1990 06 24 12,0.0
3828,1990 06 25 12,0.0
3829,1990 06 26 12,0.0
3830,1990 06 27 12,7.09
3831,1990 06 28 12,0.0
3832,1990 06 29 12,0.0
3833,1990 06 30 12,0.0
3834,1990 07 01 12,0.0
3835,1990 07 02 12,0.0
3836,1990 07 03 12,3.89
3837,1990 07 04 12,2.34
3838,1990 07 05 12,8.54
3839,1990 07 06 12,0.0
3840,1990 07 07 12,0.0
3841,1990 07 08 12,0.0
3842,1990 07 09 12,9.87
3843,1990 07 10 12,0.0
3844,1990 07 11 12,4.68
3845,1990 07 12 12,0.0
3846,1990 07 13 12,2.3
3847,1990 07 14 12,0.0
3848,1990 07 15 12,0.0
3849,1990 07 16 12,0.0
3850,1990 07 17 12,5.83
3851,1990 07 18 12,0.0
3852,1990 07 19 12,0.0
3853,1990 07 20 12,6.49
3854,1990 07 21 12,0.0
3855,1990 07 22 12,0.0
3856,1990 07 23 12,0.0
3857,1990 07 24 12,0.0
3858,1990 07 25 12,0.0
3859,1990 07 26 12,0.0
3860,1990 07 27 12,0.0
3861,1990 07 28 12,0.0
3862,1990 07 29 12,0.0
3863,1990 07 30 12,0.0
3864,1990 07 31 12,0.0
3865,1990 08 01 12,3.89
3866,1990 08 02 12,11.09
3867,1990 08 03 12,0.0
3868,1990 08 04 12,0.0
3869,1990 08 05 12,0.0
3870,1990 08 06 12,7.58
3871,1990 08 07 12,5.85
3872,1990 08 08 12,0.0
3873,1990 08 09 12,0.0
3874,1990 08 10 12,0.0
3875,1990 08 11 12,0.0
3876,1990 08 12 12,0.0
3877,1990 08 13 12,0.0
3878,1990 08 14 12,0.0
3879,1990 08 15 12,0.0
3880,1990 08 16 12,0.0
3881,1990 08 17 12,0.0
3882,1990 08 18 12,0.0
3883,1990 08 19 12,0.0
3884,1990 08 20 12,5.63
3885,1990 08 21 12,0.0
3886,1990 08 22 12,1.38
3887,1990 08 23 12,12.16
3888,1990 08 24 12,7.67
3889,1990 08 25 12,0.0
3890,1990 08 26 12,0.0
3891,1990 08 27 12,0.0
3892,1990 08 28 12,0.0
3893,1990 08 29 12,0.0
3894,1990 08 30 12,0.0
3895,1990 08 31 12,15.32
3896,1990 09 01 12,0.0
3897,1990 09 02 12,2.6
3898,1990 09 03 12,0.0
3899,1990 09 04 12,0.0
3900,1990 09 05 12,5.31
3901,1990 09 06 12,0.0
3902,1990 09 07 12,0.0
3903,1990 09 08 12,0.0
3904,1990 09 09 12,0.0
3905,1990 09 10 12,0.0
3906,1990 09 11 12,3.33
3907,1990 09 12 12,8.77
3908,1990 09 13 12,10.34
3909,1990 09 14 12,0.8
3910,1990 09 15 12,0.0
3911,1990 09 16 12,0.0
3912,1990 09 17 12,3.72
3913,1990 09 18 12,0.0
3914,1990 09 19 12,0.0
3915,1990 09 20 12,0.0
3916,1990 09 21 12,0.0
3917,1990 09 22 12,0.0
3918,1990 09 23 12,2.2
3919,1990 09 24 12,0.0
3920,1990 09 25 12,0.0
3921,1990 09 26 12,0.0
3922,1990 09 27 12,0.0
3923,1990 09 28 12,0.0
3924,1990 09 29 12,0.0
3925,1990 09 30 12,0.0
3926,1990 10 01 12,0.0
3927,1990 10 02 12,0.0
3928,1990 10 03 12,0.0
3929,1990 10 04 12,6.15
3930,1990 10 05 12,11.95
3931,1990 10 06 12,0.0
3932,1990 10 07 12,0.0
3933,1990 10 08 12,0.0
3934,1990 10 09 12,0.0
3935,1990 10 10 12,11.71
3936,1990 10 11 12,0.0
3937,1990 10 12 12,0.0
3938,1990 10 13 12,0.0
3939,1990 10 14 12,0.0
3940,1990 10 15 12,0.0
3941,1990 10 16 12,0.0
3942,1990 10 17 12,0.0
3943,1990 10 18 12,0.17
3944,1990 10 19 12,0.0
3945,1990 10 20 12,0.0
3946,1990 10 21 12,0.0
3947,1990 10 22 12,29.86
3948,1990 10 23 12,0.0
3949,1990 10 24 12,0.0
3950,1990 10 25 12,0.0
3951,1990 10 26 12,0.0
3952,1990 10 27 12,0.0
3953,1990 10 28 12,0.0
3954,1990 10 29 12,0.0
3955,1990 10 30 12,0.0
3956,1990 10 31 12,0.0
3957,1990 11 01 12,0.0
3958,1990 11 02 12,0.0
3959,1990 11 03 12,0.0
3960,1990 11 04 12,0.0
3961,1990 11 05 12,11.49
3962,1990 11 06 12,0.0
3963,1990 11 07 12,0.0
3964,1990 11 08 12,0.0
3965,1990 11 09 12,37.77
3966,1990 11 10 12,0.0
3967,1990 11 11 12,0.0
3968,1990 11 12 12,0.0
3969,1990 11 13 12,0.0
3970,1990 11 14 12,0.0
3971,1990 11 15 12,0.0
3972,1990 11 16 12,0.0
3973,1990 11 17 12,0.0
3974,1990 11 18 12,0.0
3975,1990 11 19 12,0.0
3976,1990 11 20 12,0.0
3977,1990 11 21 12,0.0
3978,1990 11 22 12,0.0
3979,1990 11 23 12,3.47
3980,1990 11 24 12,0.0
3981,1990 11 25 12,0.0
3982,1990 11 26 12,0.0
3983,1990 11 27 12,0.0
3984,1990 11 28 12,31.87
3985,1990 11 29 12,23.51
3986,1990 11 30 12,0.0
3987,1990 12 01 12,0.0
3988,1990 12 02 12,16.83
3989,1990 12 03 12,69.14
3990,1990 12 04 12,6.93
3991,1990 12 05 12,0.0
3992,1990 12 06 12,0.0
3993,1990 12 07 12,4.32
3994,1990 12 08 12,0.0
3995,1990 12 09 12,0.0
3996,1990 12 10 12,0.0
3997,1990 12 11 12,0.0
3998,1990 12 12 12,0.0
3999,1990 12 13 12,0.0
4000,1990 12 14 12,0.0
4001,1990 12 15 12,0.0
4002,1990 12 16 12,0.0
4003,1990 12 17 12,2.0
4004,1990 12 18 12,6.64
4005,1990 12 19 12,10.86
4006,1990 12 20 12,0.0
4007,1990 12 21 12,0.0
4008,1990 12 22 12,7.34
4009,1990 12 23 12,14.45
4010,1990 12 24 12,0.0
4011,1990 12 25 12,0.0
4012,1990 12 26 12,0.0
4013,1990 12 27 12,0.82
4014,1990 12 28 12,0.0
4015,1990 12 29 12,0.0
4016,1990 12 30 12,2.24
4017,1990 12 31 12,0.0
4018,1991 01 01 12,0.15
4019,1991 01 02 12,0.2
4020,1991 01 03 12,19.18
4021,1991 01 04 12,0.0
4022,1991 01 05 12,0.0
4023,1991 01 06 12,2.36
4024,1991 01 07 12,11.47
4025,1991 01 08 12,0.0
4026,1991 01 09 12,0.1
4027,1991 01 10 12,34.6
4028,1991 01 11 12,35.95
4029,1991 01 12 12,0.0
4030,1991 01 13 12,0.0
4031,1991 01 14 12,0.0
4032,1991 01 15 12,9.65
4033,1991 01 16 12,1.61
4034,1991 01 17 12,0.0
4035,1991 01 18 12,0.0
4036,1991 01 19 12,17.31
4037,1991 01 20 12,0.0
4038,1991 01 21 12,0.0
4039,1991 01 22 12,0.0
4040,1991 01 23 12,0.0
4041,1991 01 24 12,33.51
4042,1991 01 25 12,11.95
4043,1991 01 26 12,0.0
4044,1991 01 27 12,0.0
4045,1991 01 28 12,6.9
4046,1991 01 29 12,11.72
4047,1991 01 30 12,28.07
4048,1991 01 31 12,5.88
4049,1991 02 01 12,0.0
4050,1991 02 02 12,0.0
4051,1991 02 03 12,0.0
4052,1991 02 04 12,0.0
4053,1991 02 05 12,59.89
4054,1991 02 06 12,24.88
4055,1991 02 07 12,0.0
4056,1991 02 08 12,0.0
4057,1991 02 09 12,0.0
4058,1991 02 10 12,0.0
4059,1991 02 11 12,0.0
4060,1991 02 12 12,0.0
4061,1991 02 13 12,0.0
4062,1991 02 14 12,6.05
4063,1991 02 15 12,0.0
4064,1991 02 16 12,0.0
4065,1991 02 17 12,2.0
4066,1991 02 18 12,0.0
4067,1991 02 19 12,0.0
4068,1991 02 20 12,34.28
4069,1991 02 21 12,17.23
4070,1991 02 22 12,40.17
4071,1991 02 23 12,0.0
4072,1991 02 24 12,0.0
4073,1991 02 25 12,0.0
4074,1991 02 26 12,0.2
4075,1991 02 27 12,0.0
4076,1991 02 28 12,0.0
4077,1991 03 01 12,27.71
4078,1991 03 02 12,24.51
4079,1991 03 03 12,21.28
4080,1991 03 04 12,0.0
4081,1991 03 05 12,0.0
4082,1991 03 06 12,0.0
4083,1991 03 07 12,0.0
4084,1991 03 08 12,0.0
4085,1991 03 09 12,0.0
4086,1991 03 10 12,0.0
4087,1991 03 11 12,0.0
4088,1991 03 12 12,0.0
4089,1991 03 13 12,3.28
4090,1991 03 14 12,0.0
4091,1991 03 15 12,0.0
4092,1991 03 16 12,10.21
4093,1991 03 17 12,25.53
4094,1991 03 18 12,1.0
4095,1991 03 19 12,0.0
4096,1991 03 20 12,0.0
4097,1991 03 21 12,0.0
4098,1991 03 22 12,0.0
4099,1991 03 23 12,0.0
4100,1991 03 24 12,0.0
4101,1991 03 25 12,0.0
4102,1991 03 26 12,0.0
4103,1991 03 27 12,0.0
4104,1991 03 28 12,0.0
4105,1991 03 29 12,17.41
4106,1991 03 30 12,0.0
4107,1991 03 31 12,0.0
4108,1991 04 01 12,0.0
4109,1991 04 02 12,0.0
4110,1991 04 03 12,0.0
4111,1991 04 04 12,0.0
4112,1991 04 05 12,0.0
4113,1991 04 06 12,0.0
4114,1991 04 07 12,0.0
4115,1991 04 08 12,7.68
4116,1991 04 09 12,1.21
4117,1991 04 10 12,17.37
4118,1991 04 11 12,8.98
4119,1991 04 12 12,0.0
4120,1991 04 13 12,3.41
4121,1991 04 14 12,0.0
4122,1991 04 15 12,55.11
4123,1991 04 16 12,0.0
4124,1991 04 17 12,0.0
4125,1991 04 18 12,25.31
4126,1991 04 19 12,19.47
4127,1991 04 20 12,7.44
4128,1991 04 21 12,0.0
4129,1991 04 22 12,0.0
4130,1991 04 23 12,8.1
4131,1991 04 24 12,0.0
4132,1991 04 25 12,29.26
4133,1991 04 26 12,6.53
4134,1991 04 27 12,6.15
4135,1991 04 28 12,0.02
4136,1991 04 29 12,35.32
4137,1991 04 30 12,50.09
4138,1991 05 01 12,0.0
4139,1991 05 02 12,0.0
4140,1991 05 03 12,2.03
4141,1991 05 04 12,31.5
4142,1991 05 05 12,34.4
4143,1991 05 06 12,4.18
4144,1991 05 07 12,0.0
4145,1991 05 08 12,32.13
4146,1991 05 09 12,50.97
4147,1991 05 10 12,39.83
4148,1991 05 11 12,13.51
4149,1991 05 12 12,0.0
4150,1991 05 13 12,0.0
4151,1991 05 14 12,0.0
4152,1991 05 15 12,0.0
4153,1991 05 16 12,0.0
4154,1991 05 17 12,0.0
4155,1991 05 18 12,11.49
4156,1991 05 19 12,15.17
4157,1991 05 20 12,0.0
4158,1991 05 21 12,14.9
4159,1991 05 22 12,2.72
4160,1991 05 23 12,2.05
4161,1991 05 24 12,5.27
4162,1991 05 25 12,15.37
4163,1991 05 26 12,22.78
4164,1991 05 27 12,8.68
4165,1991 05 28 12,4.89
4166,1991 05 29 12,13.39
4167,1991 05 30 12,6.17
4168,1991 05 31 12,0.34
4169,1991 06 01 12,0.0
4170,1991 06 02 12,0.0
4171,1991 06 03 12,0.0
4172,1991 06 04 12,0.0
4173,1991 06 05 12,0.0
4174,1991 06 06 12,12.06
4175,1991 06 07 12,8.32
4176,1991 06 08 12,0.0
4177,1991 06 09 12,0.0
4178,1991 06 10 12,0.0
4179,1991 06 11 12,35.25
4180,1991 06 12 12,8.89
4181,1991 06 13 12,20.69
4182,1991 06 14 12,26.36
4183,1991 06 15 12,0.0
4184,1991 06 16 12,0.0
4185,1991 06 17 12,6.11
4186,1991 06 18 12,13.04
4187,1991 06 19 12,0.13
4188,1991 06 20 12,0.0
4189,1991 06 21 12,4.02
4190,1991 06 22 12,9.71
4191,1991 06 23 12,8.99
4192,1991 06 24 12,26.37
4193,1991 06 25 12,0.27
4194,1991 06 26 12,0.0
4195,1991 06 27 12,12.67
4196,1991 06 28 12,10.87
4197,1991 06 29 12,0.0
4198,1991 06 30 12,0.0
4199,1991 07 01 12,0.0
4200,1991 07 02 12,0.0
4201,1991 07 03 12,11.84
4202,1991 07 04 12,0.0
4203,1991 07 05 12,11.95
4204,1991 07 06 12,12.36
4205,1991 07 07 12,37.7
4206,1991 07 08 12,42.52
4207,1991 07 09 12,2.17
4208,1991 07 10 12,0.0
4209,1991 07 11 12,0.0
4210,1991 07 12 12,0.0
4211,1991 07 13 12,0.0
4212,1991 07 14 12,0.0
4213,1991 07 15 12,0.0
4214,1991 07 16 12,0.46
4215,1991 07 17 12,0.0
4216,1991 07 18 12,3.84
4217,1991 07 19 12,7.05
4218,1991 07 20 12,0.0
4219,1991 07 21 12,5.73
4220,1991 07 22 12,0.0
4221,1991 07 23 12,0.0
4222,1991 07 24 12,6.57
4223,1991 07 25 12,0.0
4224,1991 07 26 12,0.0
4225,1991 07 27 12,0.0
4226,1991 07 28 12,0.0
4227,1991 07 29 12,11.53
4228,1991 07 30 12,0.0
4229,1991 07 31 12,0.0
4230,1991 08 01 12,0.0
4231,1991 08 02 12,0.0
4232,1991 08 03 12,0.0
4233,1991 08 04 12,0.0
4234,1991 08 05 12,0.0
4235,1991 08 06 12,0.0
4236,1991 08 07 12,0.0
4237,1991 08 08 12,9.41
4238,1991 08 09 12,1.29
4239,1991 08 10 12,0.0
4240,1991 08 11 12,6.3
4241,1991 08 12 12,9.17
4242,1991 08 13 12,0.65
4243,1991 08 14 12,0.0
4244,1991 08 15 12,0.0
4245,1991 08 16 12,0.0
4246,1991 08 17 12,0.0
4247,1991 08 18 12,0.0
4248,1991 08 19 12,0.0
4249,1991 08 20 12,0.0
4250,1991 08 21 12,0.0
4251,1991 08 22 12,0.0
4252,1991 08 23 12,0.0
4253,1991 08 24 12,0.0
4254,1991 08 25 12,0.0
4255,1991 08 26 12,0.0
4256,1991 08 27 12,16.82
4257,1991 08 28 12,16.7
4258,1991 08 29 12,0.0
4259,1991 08 30 12,0.0
4260,1991 08 31 12,24.81
4261,1991 09 01 12,9.82
4262,1991 09 02 12,10.56
4263,1991 09 03 12,0.11
4264,1991 09 04 12,0.0
4265,1991 09 05 12,9.49
4266,1991 09 06 12,11.66
4267,1991 09 07 12,6.78
4268,1991 09 08 12,5.55
4269,1991 09 09 12,0.0
4270,1991 09 10 12,0.0
4271,1991 09 11 12,0.0
4272,1991 09 12 12,0.0
4273,1991 09 13 12,0.0
4274,1991 09 14 12,0.0
4275,1991 09 15 12,0.0
4276,1991 09 16 12,0.0
4277,1991 09 17 12,0.0
4278,1991 09 18 12,0.0
4279,1991 09 19 12,11.67
4280,1991 09 20 12,0.0
4281,1991 09 21 12,0.0
4282,1991 09 22 12,0.0
4283,1991 09 23 12,0.0
4284,1991 09 24 12,11.04
4285,1991 09 25 12,29.3
4286,1991 09 26 12,0.0
4287,1991 09 27 12,0.0
4288,1991 09 28 12,0.0
4289,1991 09 29 12,0.0
4290,1991 09 30 12,0.0
4291,1991 10 01 12,0.0
4292,1991 10 02 12,0.0
4293,1991 10 03 12,0.0
4294,1991 10 04 12,0.0
4295,1991 10 05 12,0.0
4296,1991 10 06 12,0.0
4297,1991 10 07 12,0.0
4298,1991 10 08 12,0.0
4299,1991 10 09 12,0.0
4300,1991 10 10 12,0.0
4301,1991 10 11 12,0.0
4302,1991 10 12 12,0.0
4303,1991 10 13 12,0.0
4304,1991 10 14 12,0.0
4305,1991 10 15 12,0.0
4306,1991 10 16 12,0.0
4307,1991 10 17 12,0.0
4308,1991 10 18 12,0.0
4309,1991 10 19 12,0.0
4310,1991 10 20 12,0.0
4311,1991 10 21 12,0.0
4312,1991 10 22 12,0.0
4313,1991 10 23 12,13.09
4314,1991 10 24 12,19.44
4315,1991 10 25 12,0.0
4316,1991 10 26 12,0.0
4317,1991 10 27 12,0.0
4318,1991 10 28 12,14.67
4319,1991 10 29 12,23.27
4320,1991 10 30 12,6.66
4321,1991 10 31 12,10.47
4322,1991 11 01 12,6.62
4323,1991 11 02 12,0.0
4324,1991 11 03 12,0.0
4325,1991 11 04 12,0.0
4326,1991 11 05 12,0.0
4327,1991 11 06 12,0.0
4328,1991 11 07 12,0.0
4329,1991 11 08 12,1.11
4330,1991 11 09 12,0.0
4331,1991 11 10 12,0.0
4332,1991 11 11 12,0.0
4333,1991 11 12 12,0.0
4334,1991 11 13 12,0.0
4335,1991 11 14 12,0.0
4336,1991 11 15 12,0.0
4337,1991 11 16 12,0.0
4338,1991 11 17 12,0.0
4339,1991 11 18 12,0.0
4340,1991 11 19 12,10.86
4341,1991 11 20 12,33.64
4342,1991 11 21 12,19.33
4343,1991 11 22 12,2.0
4344,1991 11 23 12,0.0
4345,1991 11 24 12,0.0
4346,1991 11 25 12,0.0
4347,1991 11 26 12,0.0
4348,1991 11 27 12,0.0
4349,1991 11 28 12,0.0
4350,1991 11 29 12,0.0
4351,1991 11 30 12,3.93
4352,1991 12 01 12,4.04
4353,1991 12 02 12,13.01
4354,1991 12 03 12,8.96
4355,1991 12 04 12,0.0
4356,1991 12 05 12,0.0
4357,1991 12 06 12,0.0
4358,1991 12 07 12,0.0
4359,1991 12 08 12,0.0
4360,1991 12 09 12,0.0
4361,1991 12 10 12,10.3
4362,1991 12 11 12,0.0
4363,1991 12 12 12,0.0
4364,1991 12 13 12,0.0
4365,1991 12 14 12,11.69
4366,1991 12 15 12,0.0
4367,1991 12 16 12,0.0
4368,1991 12 17 12,0.0
4369,1991 12 18 12,0.0
4370,1991 12 19 12,0.0
4371,1991 12 20 12,0.0
4372,1991 12 21 12,0.0
4373,1991 12 22 12,0.0
4374,1991 12 23 12,9.04
4375,1991 12 24 12,0.0
4376,1991 12 25 12,0.0
4377,1991 12 26 12,0.0
4378,1991 12 27 12,5.87
4379,1991 12 28 12,3.96
4380,1991 12 29 12,0.0
4381,1991 12 30 12,0.0
4382,1991 12 31 12,0.0
4383,1992 01 01 12,0.0
4384,1992 01 02 12,0.0
4385,1992 01 03 12,0.0
4386,1992 01 04 12,0.0
4387,1992 01 05 12,0.0
4388,1992 01 06 12,0.0
4389,1992 01 07 12,0.0
4390,1992 01 08 12,22.7
4391,1992 01 09 12,38.83
4392,1992 01 10 12,0.18
4393,1992 01 11 12,0.0
4394,1992 01 12 12,17.1
4395,1992 01 13 12,28.85
4396,1992 01 14 12,5.02
4397,1992 01 15 12,0.0
4398,1992 01 16 12,0.0
4399,1992 01 17 12,0.0
4400,1992 01 18 12,30.03
4401,1992 01 19 12,47.37
4402,1992 01 20 12,0.0
4403,1992 01 21 12,0.0
4404,1992 01 22 12,26.96
4405,1992 01 23 12,63.06
4406,1992 01 24 12,0.0
4407,1992 01 25 12,0.0
4408,1992 01 26 12,0.0
4409,1992 01 27 12,16.86
4410,1992 01 28 12,28.79
4411,1992 01 29 12,3.34
4412,1992 01 30 12,6.27
4413,1992 01 31 12,0.0
4414,1992 02 01 12,0.0
4415,1992 02 02 12,0.0
4416,1992 02 03 12,0.0
4417,1992 02 04 12,19.09
4418,1992 02 05 12,44.88
4419,1992 02 06 12,9.04
4420,1992 02 07 12,0.0
4421,1992 02 08 12,0.0
4422,1992 02 09 12,0.0
4423,1992 02 10 12,0.0
4424,1992 02 11 12,0.0
4425,1992 02 12 12,0.0
4426,1992 02 13 12,10.96
4427,1992 02 14 12,12.86
4428,1992 02 15 12,64.91
4429,1992 02 16 12,5.3
4430,1992 02 17 12,35.39
4431,1992 02 18 12,0.0
4432,1992 02 19 12,0.0
4433,1992 02 20 12,0.0
4434,1992 02 21 12,0.0
4435,1992 02 22 12,0.0
4436,1992 02 23 12,15.51
4437,1992 02 24 12,0.0
4438,1992 02 25 12,4.65
4439,1992 02 26 12,0.0
4440,1992 02 27 12,0.0
4441,1992 02 28 12,0.0
4442,1992 02 29 12,0.0
4443,1992 03 01 12,0.0
4444,1992 03 02 12,0.0
4445,1992 03 03 12,0.0
4446,1992 03 04 12,0.0
4447,1992 03 05 12,68.88
4448,1992 03 06 12,44.0
4449,1992 03 07 12,0.0
4450,1992 03 08 12,0.0
4451,1992 03 09 12,0.0
4452,1992 03 10 12,13.94
4453,1992 03 11 12,0.0
4454,1992 03 12 12,0.0
4455,1992 03 13 12,0.0
4456,1992 03 14 12,0.0
4457,1992 03 15 12,0.0
4458,1992 03 16 12,0.0
4459,1992 03 17 12,0.0
4460,1992 03 18 12,9.09
4461,1992 03 19 12,24.92
4462,1992 03 20 12,0.0
4463,1992 03 21 12,0.0
4464,1992 03 22 12,17.17
4465,1992 03 23 12,13.1
4466,1992 03 24 12,0.0
4467,1992 03 25 12,0.0
4468,1992 03 26 12,10.63
4469,1992 03 27 12,0.0
4470,1992 03 28 12,0.0
4471,1992 03 29 12,5.18
4472,1992 03 30 12,5.81
4473,1992 03 31 12,0.0
4474,1992 04 01 12,0.0
4475,1992 04 02 12,0.0
4476,1992 04 03 12,0.0
4477,1992 04 04 12,0.0
4478,1992 04 05 12,0.0
4479,1992 04 06 12,13.28
4480,1992 04 07 12,0.0
4481,1992 04 08 12,0.0
4482,1992 04 09 12,0.0
4483,1992 04 10 12,0.0
4484,1992 04 11 12,0.0
4485,1992 04 12 12,0.0
4486,1992 04 13 12,0.0
4487,1992 04 14 12,0.0
4488,1992 04 15 12,0.0
4489,1992 04 16 12,0.0
4490,1992 04 17 12,0.0
4491,1992 04 18 12,0.0
4492,1992 04 19 12,20.61
4493,1992 04 20 12,26.51
4494,1992 04 21 12,17.29
4495,1992 04 22 12,0.0
4496,1992 04 23 12,0.0
4497,1992 04 24 12,0.0
4498,1992 04 25 12,0.0
4499,1992 04 26 12,0.0
4500,1992 04 27 12,0.0
4501,1992 04 28 12,0.0
4502,1992 04 29 12,0.0
4503,1992 04 30 12,1.59
4504,1992 05 01 12,0.0
4505,1992 05 02 12,0.0
4506,1992 05 03 12,0.0
4507,1992 05 04 12,0.0
4508,1992 05 05 12,0.0
4509,1992 05 06 12,0.0
4510,1992 05 07 12,0.0
4511,1992 05 08 12,0.0
4512,1992 05 09 12,0.0
4513,1992 05 10 12,0.0
4514,1992 05 11 12,0.0
4515,1992 05 12 12,0.0
4516,1992 05 13 12,2.83
4517,1992 05 14 12,0.0
4518,1992 05 15 12,0.0
4519,1992 05 16 12,0.0
4520,1992 05 17 12,0.0
4521,1992 05 18 12,0.0
4522,1992 05 19 12,4.01
4523,1992 05 20 12,0.0
4524,1992 05 21 12,0.0
4525,1992 05 22 12,5.67
4526,1992 05 23 12,0.0
4527,1992 05 24 12,0.0
4528,1992 05 25 12,0.0
4529,1992 05 26 12,10.35
4530,1992 05 27 12,12.71
4531,1992 05 28 12,40.26
4532,1992 05 29 12,14.96
4533,1992 05 30 12,0.0
4534,1992 05 31 12,0.0
4535,1992 06 01 12,2.64
4536,1992 06 02 12,11.45
4537,1992 06 03 12,25.35
4538,1992 06 04 12,6.15
4539,1992 06 05 12,0.0
4540,1992 06 06 12,0.0
4541,1992 06 07 12,2.15
4542,1992 06 08 12,10.84
4543,1992 06 09 12,3.63
4544,1992 06 10 12,2.28
4545,1992 06 11 12,4.82
4546,1992 06 12 12,4.29
4547,1992 06 13 12,17.72
4548,1992 06 14 12,12.01
4549,1992 06 15 12,38.17
4550,1992 06 16 12,0.0
4551,1992 06 17 12,0.0
4552,1992 06 18 12,0.0
4553,1992 06 19 12,0.0
4554,1992 06 20 12,1.99
4555,1992 06 21 12,0.0
4556,1992 06 22 12,0.0
4557,1992 06 23 12,0.0
4558,1992 06 24 12,0.0
4559,1992 06 25 12,0.0
4560,1992 06 26 12,0.0
4561,1992 06 27 12,0.97
4562,1992 06 28 12,0.0
4563,1992 06 29 12,0.0
4564,1992 06 30 12,75.21
4565,1992 07 01 12,15.47
4566,1992 07 02 12,0.0
4567,1992 07 03 12,0.0
4568,1992 07 04 12,0.0
4569,1992 07 05 12,0.0
4570,1992 07 06 12,0.0
4571,1992 07 07 12,0.0
4572,1992 07 08 12,0.0
4573,1992 07 09 12,0.0
4574,1992 07 10 12,0.0
4575,1992 07 11 12,0.0
4576,1992 07 12 12,0.0
4577,1992 07 13 12,0.0
4578,1992 07 14 12,0.0
4579,1992 07 15 12,12.75
4580,1992 07 16 12,6.94
4581,1992 07 17 12,4.3
4582,1992 07 18 12,1.54
4583,1992 07 19 12,14.57
4584,1992 07 20 12,5.99
4585,1992 07 21 12,5.6
4586,1992 07 22 12,17.39
4587,1992 07 23 12,24.87
